id,name,email,age,year_of_study,shirt_size,university,dietary_restrictions,programming_skills,experience_level,hackathons_done,interests,preferred_role,interest_in_challenges,preferred_languages,friend_registration,preferred_team_size,availability,Tryhard,Learner,Rookie,Portfolio
e770d77f-88fb-4909-9725-7dbd38cef0db,Eve Anderson,eve_anderson@gmail.com,20,2nd year,M,Universitat Autònoma de Barcelona (UAB),None,"{'Flutter': 6, 'Blockchain': 7, 'Computer Vision': 7, 'iOS Development': 4, 'Android Development': 6}",Intermediate,2,"['Blockchain', 'Music/Art', 'Communication', 'AR/VR', 'Cybersecurity']",Design,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.00931069063308083,0.006350001600757171,0.0,0.0
2a617a08-a2cd-4502-b984-f33ae0a1388a,Nuria Alexandra Fletcher,nuria_alexandra_fletcher@gmail.com,18,2nd year,L,Universitat de Barcelona (UB),Vegan,"{'Java': 3, 'Natural Language Processing': 2, 'React': 6, 'IoT': 4, 'Data Analysis': 3, 'TensorFlow': 6}",Intermediate,3,"['Lifehacks', 'Enterprise', 'Machine Learning/AI', 'Education', 'Voice skills', 'Quantum', 'Social Good', 'AR/VR']",Design,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.009900271877720404,0.006752103012432889,0.0,0.0
75bfad0f-22a3-4393-9a38-c8004aae420b,Ava Lauren Brown,ava_lauren_brown@outlook.com,21,3rd year,M,Universitat Internacional de Catalunya (UIC),None,"{'Figma': 2, 'IoT': 4, 'Git': 5, 'Rust': 5, 'Docker': 6, 'React': 4, 'C++': 3}",Intermediate,2,"['IoT', 'Music/Art', 'Databases', 'AR/VR', 'Web', 'E-commerce/Retail', 'Blockchain', 'Design', 'Machine Learning/AI']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0.009399436159492455,0.0064105271038569734,0.0,0.0
f4fd4dff-cda8-41ab-bafc-ec6ebcd13d89,Lara Margarita Esteller,lara_margarita_esteller@gmail.com,19,1st year,M,Universitat Ramon Llull (URL),None,"{'Git': 3, 'IoT': 2}",Beginner,1,"['Fintech', 'Health', 'Databases', 'Music/Art', 'Mobile', 'AR/VR', 'Robotic Process Automation']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.011299137483188084,0.06615132942019168,0.0
faa170ae-ed48-47cc-9cf8-d010e2282e7a,Anaïs Victoria Everett,anas_victoria_everett@outlook.com,17,1st year,S,Universidad Complutense de Madrid,None,"{'JavaScript': 1, 'Flutter': 1, 'Blockchain': 1}",Beginner,0,"['Quantum', 'Robotic Process Automation', 'Fintech', 'Social Good', 'Education']",Don't know,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.012550566709241985,0.021716264378259038,0.04229393848130197,0.0
721b134c-9623-40c9-82b5-77c1b126bdb5,Elara Moncada,elara_moncada@yahoo.com,19,2nd year,M,Universitat de Lleida (UDL),None,"{'iOS Development': 1, 'Blockchain': 4}",Beginner,0,"['Mobile', 'Design', 'Databases', 'Enterprise', 'Machine Learning/AI', 'Education', 'DevOps', 'AR/VR']",Don't know,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.029409255900850913,0.03578574349557293,0.03469649761602788,0.035148107323627796
e9f95fce-5dee-4a81-a03d-0a03d2b96e50,Elodie Ferrer Bujosa,elodie_ferrer_bujosa@gmail.com,20,3rd year,XL,Universitat Pompeu Fabra (UPF),None,"{'iOS Development': 6, 'TensorFlow': 4, 'MongoDB': 2, 'Computer Vision': 3, 'Flutter': 3, 'Natural Language Processing': 6, 'Python': 4, 'Machine Learning': 6, 'HTML/CSS': 5}",Intermediate,3,"['Enterprise', 'Mobile', 'Blockchain', 'Fintech', 'Productivity', 'IoT']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.05410024554325105,0.024085198153083326,0.0,0.0
5a219bb8-9249-466d-bd33-36fb82d3c8ca,Vittoria Maria Soler,vittoria_maria_soler@outlook.com,21,3rd year,L,Universitat de Barcelona (UB),None,"{'Android Development': 8, 'React Native': 9, 'PyTorch': 6, 'Computer Vision': 7, 'Docker': 5, 'iOS Development': 8, 'Figma': 7, 'Blockchain': 6}",Advanced,4,"['Voice skills', 'Health', 'Productivity']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.05687932062956452,0.07069326499845523,0.0,0.0
f1d8130a-5ab1-44c9-909e-ce5205bd6ddd,Alessandra Ellenhardt,alessandra_ellenhardt@gmail.com,21,4th year,M,University of Stuttgart,None,"{'Android Development': 6, 'Go': 8, 'Machine Learning': 4, 'Flask': 6, 'Flutter': 5, 'Data Visualization': 6, 'HTML/CSS': 5, 'C++': 4, 'Natural Language Processing': 4}",Advanced,7,"['Databases', 'Music/Art', 'Web', 'Productivity', 'Cybersecurity', 'AR/VR', 'DevOps', 'Quantum']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'German', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01862971723500343,0.02955420686012639,0.03138998154087634,0.03166065869789434
40e7190e-6188-4e35-96b1-f5a23e378120,Marina Llorenç Rodriguez,marina_lloren_rodriguez@gmail.com,21,3rd year,S,Universitat de Barcelona (UB),None,"{'IoT': 3, 'Go': 5, 'iOS Development': 7, 'Rust': 7, 'SQL': 7, 'Flask': 6, 'React': 7}",Intermediate,3,"['AR/VR', 'Cybersecurity', 'Productivity', 'Quantum', 'DevOps', 'Education', 'E-commerce/Retail', 'Robotic Process Automation', 'Enterprise']",Visualization,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.13199169060232083,0.015701776667043296,0.0,0.018498918986892515
7db35fd2-4bcb-40dd-8f10-1b7afe6b6dfe,Maria Elena Sanchez,maria_elena_sanchez@gmail.com,21,3rd year,S,Universidad de Salamanca,Vegan,"{'PyTorch': 3, 'Figma': 4, 'AWS/Azure/GCP': 8, 'IoT': 6, 'iOS Development': 6, 'Docker': 9, 'Agile Methodology': 7, 'Blockchain': 5, 'HTML/CSS': 3, 'UI/UX Design': 9}",Advanced,7,"['Productivity', 'E-commerce/Retail', 'Voice skills', 'Health', 'Robotic Process Automation', 'Communication']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish']",[],3,"{'Saturday morning': False, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.009679006892025947,0.08205143387274824,0.0,0.0
816fc828-eab9-4dfb-ab0c-bc09f7dcace4,Astrid Langford,astrid_langford@gmail.com,21,3rd year,L,TU Berlin,None,"{'Data Visualization': 3, 'JavaScript': 5, 'Android Development': 5, 'Java': 3, 'Natural Language Processing': 6, 'React Native': 4, 'C++': 4}",Intermediate,1,"['Enterprise', 'Gaming', 'Web', 'Lifehacks']",Design,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'German']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02209022945690585,0.02417621512334289,0.0,0.04071822913741078
af6c5959-8ba6-409c-bc39-f4518da05af0,Ava Mae Ryder,ava_mae_ryder@gmail.com,20,2nd year,M,Universitat Autònoma de Barcelona (UAB),None,"{'Java': 3, 'TypeScript': 2, 'Python': 6, 'Android Development': 7}",Intermediate,3,"['DevOps', 'Web', 'Blockchain', 'Education', 'Cybersecurity', 'Communication', 'Health', 'Voice skills']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03645025960227461,0.05588532583111451,0.0,0.03829749438157705
0cc7049b-5501-4555-a996-37dd5f40e875,Alejandra Elizabeth Rodriguez,alejandra_elizabeth_rodriguez@gmail.com,21,4th year,M,Universidad Complutense de Madrid,Vegetarian,"{'Java': 7, 'iOS Development': 2, 'Android Development': 5, 'Git': 3}",Intermediate,5,"['Gaming', 'IoT', 'Social Good', 'Blockchain', 'Mobile']",Development,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.1670140363520782,0.040992437020513285,0.0,0.0
65ea2464-a6b4-42aa-8f05-24a61d94c7b4,Aurélie Emerson,aurlie_emerson@gmail.com,20,2nd year,L,CentraleSupélec,None,"{'Blockchain': 2, 'Flutter': 2, 'iot': 3, 'ML': 4, 'react': 5, 'android': 4, 'UI/UX': 4, 'c++': 3}",Intermediate,1,"['Enterprise', 'AR/VR', 'Productivity', 'Mobile', 'Music/Art', 'Social Good', 'Quantum', 'Communication']",Design,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.04042542372096236,0.04100859910724092,0.0,0.0
8c81ebde-c857-473d-9bba-3ca61d9803b2,Lily Victoria Russell,lily_victoria_russell@outlook.com,21,4th year,S,Universitat Ramon Llull (URL),None,"{'Agile Methodology': 5, 'Git': 3, 'iOS Development': 3, 'HTML/CSS': 7, 'TensorFlow': 6}",Intermediate,3,"['Health', 'IoT', 'Productivity', 'AR/VR', 'Gaming', 'Voice skills']",Development,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': False}",0.0,0.006588767892629194,0.03069101693751881,0.0
32dd8c52-0f14-4c89-a54b-bac44233f856,I'd be happy to! My name is Alejandra Torres.,i'd_be_happy_to!_my_name_is_alejandra_torres.@outlook.com,20,3rd year,S,Universitat Autònoma de Barcelona (UAB),None,"{'React': 7, 'IoT': 6, 'HTML/CSS': 2, 'iOS Development': 2, 'Docker': 4, 'TypeScript': 7}",Intermediate,3,"['Robotic Process Automation', 'Productivity', 'Gaming']",Design,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.012003700065536986,0.02077002020542788,0.0,0.0
92ff4143-12d0-445e-8e58-5facdfeb1ea5,Alessandra Santos,alessandra_santos@gmail.com,18,2nd year,M,Universidad de Granada,None,"{'Figma': 6, 'IoT': 7, 'Natural Language Processing': 2, 'C++': 7}",Intermediate,2,"['Enterprise', 'Music/Art', 'Blockchain', 'Social Good', 'Quantum', 'Robotic Process Automation', 'Voice skills', 'AR/VR']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.028166605884105637,0.04063035766733911,0.0,0.07180248237202565
01cb12fc-c064-4fd0-8762-ea8dee5b3e37,Lena Sophia Meyer,lena_sophia_meyer@gmail.com,19,2nd year,M,Universidad Complutense de Madrid,None,"{'TensorFlow': 5, 'Flask': 3, 'Agile Methodology': 6, 'Python': 6, 'PyTorch': 5, 'UI/UX Design': 6, 'Go': 4}",Intermediate,3,"['Machine Learning/AI', 'DevOps', 'Fintech', 'Quantum']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish', 'German']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.008229667062277972,0.0,0.0
c0eabb88-e38d-45d9-8b35-29839ae9b4b2,Laia Collins,laia_collins@yahoo.com,18,2nd year,L,Universitat Ramon Llull (URL),None,"{'IoT': 4, 'Data Analysis': 2, 'Blockchain': 4, 'Computer Vision': 5, 'Flask': 4, 'Machine Learning': 3, 'TypeScript': 6, 'iOS Development': 3, 'Android Development': 5}",Intermediate,1,"['DevOps', 'Mobile', 'Robotic Process Automation', 'Lifehacks', 'Education', 'AR/VR', 'Social Good', 'Communication']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0372236765605492,0.04152757163988625,0.0,0.0
2dddd39f-7753-43f5-92b5-6bcf21b39d53,Sophie Alexandra Rêves,sophie_alexandra_rves@gmail.com,21,3rd year,M,Universidad de Salamanca,Other,"{'Blockchain': 2, 'Java': 5, 'SQL': 3, 'IoT': 3, 'Git': 3, 'PyTorch': 7, 'iOS Development': 4, 'PostgreSQL': 5, 'Computer Vision': 7}",Intermediate,4,"['Machine Learning/AI', 'Education', 'Blockchain', 'Productivity', 'Health', 'Social Good', 'Quantum']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.11070509960893611,0.014890413692950475,0.0,0.0
ad2bb933-8be1-4225-90df-ca94b3b7adfd,Alicia Ryder,alicia_ryder@gmail.com,20,2nd year,L,Universidad de Valencia,None,"{'Natural Language Processing': 2, 'PyTorch': 4, 'TensorFlow': 2, 'Blockchain': 4, 'Docker': 2, 'TypeScript': 7, 'Flask': 3}",Intermediate,2,"['Quantum', 'E-commerce/Retail', 'Music/Art', 'Lifehacks']",Design,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish']","['8f42eea2-7183-4025-9c80-46e08470551c', '4ea33b47-0f44-4d1e-a61a-7204d0b07166']",4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0.03526891014687904,0.011530547869396725,0.0,0.0
5301db91-ec86-4245-8400-749d9bcb540b,Alessandra Elena Rodriguez,alessandra_elena_rodriguez@gmail.com,20,2nd year,M,Universidad de Granada,Other,"{'IoT': 4, 'Android Development': 4, 'Docker': 3, 'AWS/Azure/GCP': 4, 'MongoDB': 7, 'Flutter': 5}",Intermediate,4,"['IoT', 'Robotic Process Automation', 'Web', 'Mobile', 'Cybersecurity']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01123442539097775,0.01943894308363339,0.0,0.019092576848262568
d59ff4c3-77d7-40f9-bc28-abe5921f2318,Aurélia Gabrielle Santiago,aurlia_gabrielle_santiago@gmail.com,18,2nd year,M,Universidad Complutense de Madrid,None,"{'Docker': 7, 'IoT': 2, 'Blockchain': 3, 'UI/UX Design': 3}",Intermediate,2,"['Social Good', 'Blockchain', 'Fintech', 'Health', 'IoT', 'Music/Art']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish', 'French']","['1ce0b7bc-ca06-4860-89e0-3e4c704b777b', '458f52d8-d182-4c1d-83a2-fbf61281e9bd']",3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011501577107348485,0.019901196098673773,0.0,0.03909318672846815
482c5860-2fc8-4983-94ae-941864101a12,Aurora Vidal,aurora_vidal@yahoo.com,18,2nd year,L,Universitat de Barcelona (UB),None,"{'React Native': 2, 'Data Visualization': 4, 'Android Development': 4, 'Machine Learning': 6, 'Python': 2, 'Blockchain': 6}",Intermediate,4,"['Blockchain', 'Productivity', 'Mobile', 'Cybersecurity', 'Music/Art', 'Health', 'Lifehacks', 'Machine Learning/AI', 'Databases']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011820167318735529,0.00806149450702478,0.0,0.0
6b68d7cf-a255-4dee-9c17-dadbd2134610,Livia Enrica Flynn,livia_enrica_flynn@yahoo.com,20,2nd year,S,Politecnico di Milano,Vegan,"{'Computer Vision': 7, 'C++': 3, 'Blockchain': 2, 'Flutter': 6, 'Agile Methodology': 2}",Intermediate,2,"['Gaming', 'Robotic Process Automation', 'Mobile']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.010924295892826489,0.018902325548395705,0.0,0.03713104170231112
49f0bdae-26a4-4d5c-bbdf-f7de7bb7b86d,Ava Moreno,ava_moreno@gmail.com,20,2nd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'Blockchain': 3, 'react': 2, 'android': 2, 'java script': 2}",Beginner,0,"['Mobile', 'Gaming', 'E-commerce/Retail', 'Design', 'Fintech', 'Communication']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': False}",0.08353324863312446,0.002935325901665517,0.0,0.017333189940266443
5b122d36-73a4-42a3-9c4f-ab92280cd49a,Audrey Fletcher,audrey_fletcher@gmail.com,18,1st year,M,CentraleSupélec,Gluten-free,"{'IoT': 1, 'Data Analysis': 1}",Beginner,1,"['Lifehacks', 'Databases', 'AR/VR', 'Fintech', 'Voice skills', 'IoT', 'Quantum', 'Music/Art', 'Gaming']",Analysis,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.06559216535808754,0.0142017918426222,0.0,0.0
a56ccb14-be36-42fc-8d2a-1691af622a57,Andrés Eduardo Torres Morales,andrs_eduardo_torres_morales@outlook.com,22,4th year,M,Universidad de Valencia,Other,"{'TypeScript': 5, 'Docker': 4, 'Blockchain': 3, 'Data Analysis': 8, 'Java': 3, 'PyTorch': 8, 'Flutter': 8, 'UI/UX Design': 4, 'TensorFlow': 4, 'Natural Language Processing': 5, 'IoT': 5, 'Flask': 6, 'Data Visualization': 5}",Advanced,5,"['Communication', 'Robotic Process Automation', 'Lifehacks']",Analysis,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['Spanish'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.04148229205606407,0.0029360478263369973,0.0,0.0
c7bd9ae7-7beb-41b1-b670-fd28d29bde71,Madeleine Élisabeth Dujardin,madeleine_lisabeth_dujardin@gmail.com,21,3rd year,XL,Sorbonne University,Vegetarian,"{'Computer Vision': 5, 'Data Analysis': 3, 'Flutter': 3, 'Git': 4, 'HTML/CSS': 2, 'IoT': 5}",Intermediate,4,"['AR/VR', 'E-commerce/Retail', 'Quantum', 'Social Good', 'Fintech', 'Databases', 'Cybersecurity', 'Gaming', 'Education']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",['French'],[],4,"{'Saturday morning': False, 'Saturday afternoon': False, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02028357870656847,0.02219896190928672,0.0,0.03738808630811051
7cf96c0f-1f0f-494d-9c9a-310ca6a4ff7e,Ava Emerson,ava_emerson@outlook.com,21,3rd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'TypeScript': 7, 'IoT': 4, 'Git': 4, 'SQL': 4, 'Machine Learning': 8, 'Python': 7, 'Go': 3, 'Agile Methodology': 5, 'Figma': 6, 'JavaScript': 3, 'AWS/Azure/GCP': 6, 'iOS Development': 6}",Advanced,6,"['Enterprise', 'Social Good', 'Robotic Process Automation', 'Education', 'Music/Art', 'Blockchain', 'Fintech']",Visualization,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.07805187139433215,0.012678064990584603,0.03683926680230213,0.0
a9e6c90d-0ce7-4300-8ab8-1a4773351de6,Sofía Valencia,sofa_valencia@gmail.com,22,4th year,S,Universidad de Sevilla,None,"{'IoT': 5, 'Machine Learning': 5, 'Android Development': 7, 'Python': 6, 'iOS Development': 6, 'Data Analysis': 5, 'Natural Language Processing': 9, 'TensorFlow': 6, 'PyTorch': 5, 'AWS/Azure/GCP': 5}",Advanced,8,"['E-commerce/Retail', 'Music/Art', 'IoT']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03523112640358764,0.021978380782544445,0.0,0.0
3c0bc807-8651-477e-99ff-9949e01ecbf0,Alejandra Fleur Rivers,alejandra_fleur_rivers@gmail.com,20,3rd year,M,Universidad de Valencia,Vegan,"{'Computer Vision': 2, 'Flutter': 5, 'python': 3, 'Agile': 6, 'go': 5}",Intermediate,2,"['AR/VR', 'IoT', 'Music/Art', 'Design', 'Productivity', 'Quantum', 'Databases', 'Web']",Design,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.061503596362216514,0.005944637998010883,0.03465223702929923,0.0
e57913f4-fcee-460a-8571-f6075dd05a3a,Marc González Rodríguez,marc_gonzlez_rodrguez@outlook.com,22,4th year,L,Universitat Pompeu Fabra (UPF),None,"{'UI/UX Design': 7, 'SQL': 9, 'Computer Vision': 9, 'PyTorch': 9, 'Docker': 5, 'Android Development': 6, 'iOS Development': 3, 'Rust': 9, 'Flutter': 9, 'IoT': 8}",Advanced,6,"['IoT', 'Cybersecurity', 'Databases', 'E-commerce/Retail']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['Catalan', 'Spanish']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01153117635935759,0.023271089818000853,0.0,0.03919379285187322
661b584b-1122-4113-b1fc-7cda2935a700,Aurélia Rodriguez-López,aurlia_rodriguez-lpez@outlook.com,21,3rd year,S,Universitat Politècnica de Catalunya (UPC),Vegetarian,"{'Data Analysis': 4, 'AWS/Azure/GCP': 6, 'SQL': 6, 'Flutter': 5, 'Flask': 6, 'JavaScript': 4}",Intermediate,4,"['Machine Learning/AI', 'Fintech', 'Voice skills', 'Health', 'Social Good', 'Mobile', 'Education', 'IoT', 'Lifehacks']",Visualization,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']",[],['2ded8b20-346e-4d31-9a5c-11e0b1e7a98b'],1,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.015613413318333352,0.08642774065555847,0.0,0.053069077103554775
36b10d40-be72-4eba-afbc-96f92617e405,Astrid Sofia Langen,astrid_sofia_langen@gmail.com,20,3rd year,M,Universidad Complutense de Madrid,None,"{'UI/UX Design': 6, 'IoT': 7, 'Agile Methodology': 7, 'React': 8, 'Rust': 4, 'Go': 9, 'Blockchain': 8, 'PyTorch': 8, 'Figma': 6, 'Machine Learning': 6}",Advanced,8,"['IoT', 'Blockchain', 'Lifehacks', 'DevOps', 'Design', 'Music/Art', 'Quantum', 'Health', 'AR/VR']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish', 'German']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.106853957516347,0.0,0.0,0.0
ecf28da2-ba8d-45aa-98a6-54a4bc7fb33a,Ava Taylor,ava_taylor@outlook.com,20,2nd year,L,Universitat Pompeu Fabra (UPF),None,"{'Android Development': 7, 'Computer Vision': 6, 'JavaScript': 4, 'React Native': 7, 'Flutter': 2}",Intermediate,4,"['Education', 'E-commerce/Retail', 'Cybersecurity', 'DevOps']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.04538270236935233,0.0,0.03444343400413873,0.0348917498350761
d9d26a5e-6950-465e-afa7-2cd02f03ee31,Ava Wilder,ava_wilder@gmail.com,21,4th year,S,Universitat Ramon Llull (URL),None,"{'Figma': 8, 'Flutter': 5, 'Java': 8, 'PyTorch': 8, 'HTML/CSS': 5, 'Data Visualization': 3, 'JavaScript': 4, 'MongoDB': 5, 'iOS Development': 9, 'TensorFlow': 7, 'React': 8}",Advanced,7,"['Health', 'Databases', 'AR/VR']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': False, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01049631125087597,0.015140939666836533,0.0,0.0
6132c554-f87e-4832-a9a9-7e6dc3b90b49,Soledad Lucía González,soledad_luca_gonzlez@gmail.com,21,3rd year,M,Universidad de Granada,None,"{'Blockchain': 2, 'Rust': 4, 'React Native': 2, 'iOS Development': 3, 'PyTorch': 6, 'Flutter': 7}",Intermediate,4,"['Mobile', 'Databases', 'Blockchain']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['Spanish'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.07393311359908164,0.0,0.032597268455779975,0.0
